subject,condition,gameName,levels_won,steps,score
full,normal,portals,0,21,0
full,normal,portals,0,34,0
full,normal,portals,0,60,0
full,normal,portals,0,71,0
full,normal,portals,1,118,1
full,normal,portals,1,133,1
full,normal,portals,2,157,2
full,normal,portals,2,238,2
full,normal,portals,2,263,2
full,normal,portals,3,289,3
full,normal,portals,4,312,4
full,normal,portals,4,320,4
full,normal,portals,5,370,5
