game name,level number,steps,win,score
portals,0,105,False,0
portals,0,91,False,0
portals,0,307,False,0
portals,0,39,False,0
portals,0,43,False,0
portals,0,62,False,0
portals,0,11,False,0
portals,0,253,False,0
portals,0,401,False,0
portals,0,285,False,0
portals,0,125,False,0
portals,0,75,False,0
portals,0,273,False,0
portals,0,59,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,134,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,401,False,0
portals,0,251,False,0
portals,0,401,False,0
portals,0,55,False,0
portals,0,43,False,0
portals,0,29,False,0
portals,0,73,False,0
portals,0,108,False,0
portals,0,11,False,0
portals,0,29,False,0
portals,0,115,False,0
portals,0,23,False,0
portals,0,11,False,0
portals,0,333,False,0
portals,0,14,False,0
portals,0,50,False,0
portals,0,56,False,0
portals,0,25,False,0
portals,0,177,False,0
portals,0,81,False,0
portals,0,31,False,0
portals,0,11,False,0
portals,0,60,False,0
portals,0,42,False,0
portals,0,225,False,0
portals,0,57,False,0
portals,0,139,False,0
portals,0,43,False,0
portals,0,16,False,0
portals,0,154,False,0
portals,0,23,False,0
portals,0,11,False,0
portals,0,85,False,0
portals,0,268,False,0
portals,0,398,False,0
portals,0,107,False,0
portals,0,11,False,0
portals,0,187,False,0
portals,0,75,False,0
portals,0,38,False,0
portals,0,25,False,0
portals,0,401,False,0
portals,0,323,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,75,False,0
portals,0,192,False,0
portals,0,106,False,0
portals,0,88,False,0
portals,0,57,False,0
portals,0,313,False,0
portals,0,401,False,0
portals,0,11,False,0
portals,0,75,False,0
portals,0,44,False,0
portals,0,401,False,0
portals,0,170,False,0
portals,0,377,False,0
portals,0,41,False,0
portals,0,193,False,0
portals,0,197,False,0
portals,0,87,False,0
portals,0,95,False,0
portals,0,16,False,0
portals,0,66,False,0
portals,0,11,False,0
portals,0,150,False,0
portals,0,157,False,0
portals,0,68,False,0
portals,0,11,False,0
portals,0,34,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,266,False,0
portals,0,63,False,0
portals,0,93,False,0
portals,0,133,False,0
portals,0,25,False,0
portals,0,43,False,0
portals,0,43,False,0
portals,0,145,False,0
portals,0,159,False,0
portals,0,170,False,0
portals,0,99,False,0
portals,0,261,False,0
portals,0,93,False,0
portals,0,61,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,130,False,0
portals,0,11,False,0
portals,0,198,False,0
portals,0,39,False,0
portals,0,297,False,0
portals,0,43,False,0
portals,0,190,False,0
portals,0,11,False,0
portals,0,339,False,0
portals,0,16,False,0
portals,0,75,False,0
portals,0,359,False,0
portals,0,11,False,0
portals,0,159,False,0
portals,0,107,False,0
portals,0,193,False,0
portals,0,43,False,0
portals,0,62,False,0
portals,0,297,False,0
portals,0,122,False,0
portals,0,109,False,0
portals,0,93,False,0
portals,0,11,False,0
portals,0,62,False,0
portals,0,75,False,0
portals,0,258,False,0
portals,0,106,False,0
portals,0,63,False,0
portals,0,103,False,0
portals,0,113,False,0
portals,0,58,False,0
portals,0,107,False,0
portals,0,107,False,0
portals,0,277,False,0
portals,0,235,False,0
portals,0,43,False,0
portals,0,26,False,0
portals,0,99,False,0
portals,0,11,False,0
portals,0,261,False,0
portals,0,26,False,0
portals,0,20,False,0
portals,0,357,False,0
portals,0,309,False,0
portals,0,141,False,0
portals,0,81,False,0
portals,0,149,False,0
portals,0,193,False,0
portals,0,55,False,0
portals,0,235,False,0
portals,0,214,False,0
portals,0,145,False,0
portals,0,55,False,0
portals,0,29,False,0
portals,0,11,False,0
portals,0,263,False,0
portals,0,401,False,0
portals,0,401,False,0
portals,0,193,False,0
portals,0,90,False,0
portals,0,27,False,0
portals,0,235,False,0
portals,0,62,False,0
portals,0,52,False,0
portals,0,401,False,0
portals,0,11,False,0
portals,0,401,False,0
portals,0,51,False,0
portals,0,62,False,0
portals,0,31,False,0
portals,0,43,False,0
portals,0,334,False,0
portals,0,93,False,0
portals,0,73,False,0
portals,0,25,False,0
portals,0,11,False,0
portals,0,161,False,0
portals,0,161,False,0
portals,0,11,False,0
portals,0,162,False,0
portals,0,35,False,0
portals,0,110,False,0
portals,0,109,False,0
portals,0,63,False,0
portals,0,87,False,0
portals,0,11,False,0
portals,0,54,False,0
portals,0,243,False,0
portals,0,265,False,0
portals,0,85,False,0
portals,0,261,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,154,False,0
portals,0,19,False,0
portals,0,168,False,0
portals,0,43,False,0
portals,0,389,False,0
portals,0,194,False,0
portals,0,31,False,0
portals,0,11,False,0
portals,0,26,False,0
portals,0,115,False,0
portals,0,96,False,0
portals,0,11,False,0
portals,0,39,False,0
portals,0,144,False,0
portals,0,194,False,0
portals,0,99,False,0
portals,0,23,False,0
portals,0,11,False,0
portals,0,43,False,0
portals,0,257,False,0
portals,0,35,False,0
portals,0,279,False,0
portals,0,11,False,0
portals,0,261,False,0
portals,0,202,False,0
portals,0,273,False,0
portals,0,109,False,0
portals,0,75,False,0
portals,0,401,False,0
portals,0,57,False,0
portals,0,357,False,0
portals,0,93,False,0
portals,0,139,False,0
portals,0,43,False,0
portals,0,43,False,0
portals,0,11,False,0
portals,0,171,False,0
portals,0,11,False,0
portals,0,51,False,0
portals,0,50,False,0
portals,0,58,False,0
portals,0,279,False,0
portals,0,401,False,0
portals,0,49,False,0
portals,0,43,False,0
portals,0,126,False,0
portals,0,131,False,0
portals,0,43,False,0
portals,0,130,False,0
portals,0,43,False,0
portals,0,31,False,0
portals,0,63,False,0
portals,0,171,False,0
portals,0,15,False,0
portals,0,26,False,0
portals,0,62,False,0
portals,0,41,False,0
portals,0,211,False,0
portals,0,11,False,0
portals,0,49,False,0
portals,0,11,False,0
portals,0,222,False,0
portals,0,62,False,0
portals,0,93,False,0
portals,0,75,False,0
portals,0,72,False,0
portals,0,261,False,0
portals,0,215,False,0
portals,0,11,False,0
portals,0,121,False,0
portals,0,151,False,0
portals,0,27,False,0
portals,0,38,False,0
portals,0,11,False,0
portals,0,107,False,0
portals,0,194,False,0
portals,0,150,False,0
portals,0,150,False,0
portals,0,397,False,0
portals,0,62,False,0
portals,0,57,False,0
portals,0,185,False,0
portals,0,173,False,0
portals,0,32,False,0
portals,0,60,False,0
portals,0,11,False,0
portals,0,43,False,0
portals,0,122,False,0
portals,0,97,False,0
portals,0,11,False,0
portals,0,401,False,0
portals,0,107,False,0
portals,0,50,False,0
portals,0,75,False,0
portals,0,155,False,0
portals,0,11,False,0
portals,0,198,False,0
portals,0,322,False,0
portals,0,11,False,0
portals,0,36,False,0
portals,0,321,False,0
portals,0,23,False,0
portals,0,11,False,0
portals,0,43,False,0
portals,0,315,False,0
portals,0,43,False,0
portals,0,60,False,0
portals,0,40,False,0
portals,0,139,False,0
portals,0,46,False,0
portals,0,130,False,0
portals,0,115,False,0
portals,0,307,False,0
portals,0,43,False,0
portals,0,111,False,0
portals,0,11,False,0
portals,0,45,False,0
portals,0,98,False,0
portals,0,401,False,0
portals,0,257,False,0
portals,0,53,False,0
portals,0,70,False,0
portals,0,43,False,0
portals,0,336,False,0
portals,0,190,False,0
portals,0,43,False,0
portals,0,172,False,0
portals,0,125,False,0
portals,0,119,False,0
portals,0,106,False,0
portals,0,11,False,0
portals,0,157,False,0
portals,0,99,False,0
portals,0,19,False,0
portals,0,125,False,0
portals,0,11,False,0
portals,0,93,False,0
portals,0,215,False,0
portals,0,39,False,0
portals,0,90,False,0
portals,0,45,False,0
portals,0,401,False,0
portals,0,165,False,0
portals,0,105,False,0
portals,0,398,False,0
portals,0,11,False,0
portals,0,57,False,0
portals,0,146,False,0
portals,0,193,False,0
portals,0,107,False,0
portals,0,161,False,0
portals,0,26,False,0
portals,0,185,False,0
portals,0,57,False,0
portals,0,26,False,0
portals,0,24,False,0
portals,0,177,False,0
portals,0,224,False,0
portals,0,75,False,0
portals,0,43,False,0
portals,0,11,False,0
portals,0,133,False,0
portals,0,401,False,0
portals,0,135,False,0
portals,0,11,False,0
portals,0,75,False,0
portals,0,43,False,0
portals,0,111,False,0
portals,0,97,False,0
portals,0,65,False,0
portals,0,43,False,0
portals,0,11,False,0
portals,0,119,False,0
portals,0,11,False,0
portals,0,47,False,0
portals,0,23,False,0
portals,0,173,False,0
portals,0,11,False,0
portals,0,117,False,0
portals,0,31,False,0
portals,0,11,False,0
portals,0,66,False,0
portals,0,401,False,0
portals,0,55,False,0
portals,0,11,False,0
portals,0,321,False,0
portals,0,75,False,0
portals,0,125,False,0
portals,0,253,False,0
portals,0,57,False,0
portals,0,128,False,0
portals,0,11,False,0
portals,0,266,False,0
portals,0,55,False,0
portals,0,55,False,0
portals,0,55,False,0
portals,0,39,False,0
portals,0,229,False,0
portals,0,11,False,0
portals,0,125,False,0
portals,0,89,False,0
portals,0,43,False,0
portals,0,401,False,0
portals,0,11,False,0
portals,0,23,False,0
portals,0,193,False,0
portals,0,153,False,0
portals,0,11,False,0
portals,0,261,False,0
portals,0,57,False,0
portals,0,195,False,0
portals,0,401,False,0
portals,0,131,False,0
portals,0,150,False,0
portals,0,43,False,0
portals,0,198,False,0
portals,0,125,False,0
portals,0,11,False,0
portals,0,131,False,0
portals,0,43,False,0
portals,0,11,False,0
portals,0,53,False,0
portals,0,25,False,0
portals,0,139,False,0
portals,0,194,False,0
portals,0,16,False,0
portals,0,75,False,0
portals,0,126,False,0
portals,0,36,False,0
portals,0,63,False,0
portals,0,11,False,0
portals,0,84,False,0
portals,0,226,False,0
portals,0,125,False,0
portals,0,43,False,0
portals,0,183,False,0
portals,0,67,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,401,False,0
portals,0,118,False,0
portals,0,58,False,0
portals,0,11,False,0
portals,0,35,False,0
portals,0,46,False,0
portals,0,368,False,0
portals,0,11,False,0
portals,0,221,False,0
portals,0,43,False,0
portals,0,273,False,0
portals,0,99,False,0
portals,0,11,False,0
portals,0,133,False,0
portals,0,31,False,0
portals,0,94,False,0
portals,0,187,False,0
portals,0,129,False,0
portals,0,121,False,0
portals,0,304,False,0
portals,0,75,False,0
portals,0,89,False,0
portals,0,12,False,0
portals,0,11,False,0
portals,0,11,False,0
portals,0,26,False,0
portals,0,25,False,0
portals,0,86,False,0
portals,0,11,False,0
portals,0,257,False,0
portals,0,19,False,0
portals,0,153,False,0
portals,0,89,False,0
portals,0,58,False,0
portals,0,19,False,0
portals,0,20,False,0
portals,0,115,False,0
portals,0,121,False,0
portals,0,68,False,0
portals,0,27,False,0
portals,0,333,False,0
portals,0,169,False,0
portals,0,117,False,0
portals,0,52,False,0
